total
14.7279998362
27.4649999738
23.6230002642
7.3459998965
9.6970000267
7.0210001469
8.173999995
15.0450001359
18.8440001309
13.0949998647
4.2680000067
4.4260000288
16.1490001678
3.8670000136
9.8470000029
5.7089999914
13.4089999199
10.962000072
5.4939999282
3.5110000968
9.4640000463
5.8350000381
15.1830001473
14.1079999208
12.2170000076
6.8490002453
16.1050000638
5.7910001576
5.2580001354
18.7310002148
9.7040001154
4.6920001507
0
1.4989999533
10.8550001085
10.9179999232
8.8450001031
4.5689999461
2.0930000544
0
1.0750000477
4.0780000091
5.3709998727
4.933999896
3.1419999599
7.4470000565
6.584000051
12.8439998627
29.2360003889
20.2389998138
19.6549999118
28.6609996855
16.7389999628
9.1809998453
11.4309997559
11.5189999044
9.8509998918
18.6109999418
9.0970000327
10.7090000212
6.3129999936
3.7350000143
7.4010000229
7.364000082
5.0229999721
9.6340000033
8.603000164
11.9199999571
22.3160000741
16.9489999413
17.2369999588
15.1560000181
36.1560002267
28.8100000024
3.6980000138
3.5710000396
10.2359998822
13.584000051
18.9640001357
34.8559996486
7.2840000689
7.4310001135
10.1279997826
8.5680000186
10.3779999614
25.137999773
21.8059997261
6.0040000677
7.6230000257
17.579000175
19.5849999189
14.7009999752
12.3980001509
16.4629999995
8.8879999518
0.996999979
21.2440000176
13.0959999263
7.135999918
5.2659999132
22.1549997926
1.8669999838
0
0
0
9.9020000398
27.5049999654
24.7549999654
9.4989999831
2.094999969
14.0120000243
0
13.3979997933
14.1799996495
25.3140000775
14.7120001316
11.280000031
0
9.0249999166
6.8849999309
11.7320001125
11.2669998407
12.3140002191
4.4689999819
11.0390000343
10.8180000782
19.1389999986
27.296000123
13.0810000896
5.9249998927
0
6.6880002022
8.0420000851
16.5060001612
15.1220000982
10.3660001159
6.1260000318
4.2990000248
13.6679998636
6.22299999
10.1610002518
11.6639999449
39.1799998283
16.9180002213
3.1480000019
8.2459998429
10.4440000057
18.608999908
14.7550001442
14.3069998026
11.5640001297
5.2789999247
16.954000175
12.6619999111
33.3220000863
15.0980000496
4.9700000286
14.829000026
9.3110001534
11.8899996281
8.2719999552
17.9580002129
26.1310001016
19.1560000777
27.203999877
6.8150000274
36.0070001185
21.9860001802
29.4589999914
21.4289999306
42.5909997225
51.5199998915
0
13.4749999642
26.4439998567
19.8909999728
27.132999748
21.0900000036
18.0450002551
4.6950000525
7.7490001321
13.1560000181
0
47.9980000257
56.0469998121
57.9309998751
8.6710000634
12.3900000453
20.0270001292
23.0310000181
23.5520001948
48.8239997625
40.1359998584
13.3510001302
23.9010001421
33.5119999051
18.3530001938
35.7649998069
24.9010003656
52.0150000751
13.2379999757
14.3629998565
41.5759997219
12.7379999757
4.4430000782
28.6209999621
26.4009999037
4.7480001003
15.9139999747
7.6810001433
19.4700000286
10.5509999692
32.4959996641
33.7900000066
23.4489999115
0
25.8450000286
44.1840002537
33.5800004005
56.6080000848
63.0380002558
10.1470000148
31.1900000572
30.2409999371
16.7200002074
27.2790000439
41.107000351
18.7549999654
11.9760002494
1.125
10.0950001776
15.076000005
23.5389999151
37.2800004333
30.4220000207
21.6439999938
20.6779999733
24.4930000901
24.0300003886
12.8769999444
0.5159999728
28.4799999595
4.1910001338
14.3829998672
14.087000072
17.216000177
22.2340000062
71.4209994972
40.7300003171
10.2490001023
24.848000139
41.2560001016
28.9690001905
24.0160003006
35.1279999018
8.3210000992
9.2120000124
15.375
15.0829997957
20.4469998181
15.0200000703
29.0800002515
20.7459998056
11.6940000057
15.8299999833
15.5160000026
16.17900002
19.8440001309
53.6969998777
27.1479997635
7.605999887
25.1079996228
20.0040000975
20.2810003161
40.1689998955
41.7230001092
33.8669998646
24.8419998288
19.7159999013
30.8440001905
15.3310000002
58.1249999106
40.0510001481
32.2280000746
7.3449999392
20.5220003724
16.9469999075
7.060000062
19.8410001695
38.9420001656
30.108999908
22.2680000067
34.7219999135
26.998000145
34.8380006254
31.4889999032
71.6180001199
48.040999949
0.4909999967
28.2429997325
9.9389999509
27.7540000379
23.0499999821
43.8629997671
22.1229998469
7.3399999142
20.8799999952
13.3300001621
6.6699999571
25.2160003185
89.2819998562
29.5279998183
0
12.9769999981
17.9139999151
18.3160001934
29.941000253
38.4809998274
12.7139999866
14.2269999981
11.3129997849
18.0130000114
8.9069998562
22.4580000341
58.9709997773
23.6469997764
5.0680000186
13.5600000918
4.5709999204
19.3500001431
23.1980000138
25.2439999431
9.9489999712
8.8850000501
9.6139999032
8.6689999998
4.8699998856
30.5849999189
31.5150000453
6.3069999218
3.5259999633
23.5570002198
21.1420001388
22.6570000052
11.8099999726
41.2900003791
15.5930002034
9.373999998
4.932000041
7.3160000145
8.9500001073
29.6489998996
20.140999943
0
0
0
6.4070000648
9.7319998741
18.2710001767
13.7360000759
19.8640000224
14.6940000653
9.386000067
10.9589999914
9.0360001326
2.2159999609
18.4910001159
6.3759999275
4.746999979
13.9109996855
5.0759999156
15.4919998646
9.0450000763
16.9420000613
15.8539999127
9.4059999883
12.5289999545
10.4390000701
16.7359998822
14.4709999859
17.8990001827
9.4500001073
19.317999959
17.2080001533
19.2959998846
26.9449997544
21.947999835
28.7989999056
6.7379998267
4.1780000329
0
12.2300001383
2.4630000591
12.0069999695
10.5279999673
10.7979997993
10.6639999747
0
7.0649999976
0
26.8009999394
5.8959999681
20.7369999886
0
0
0
20.9700000882
8.3959999681
12.7930000424
23.7390001714
4.6349999905
18.852999866
8.1300000548
9.8410000205
6.6450000405
6.2800000012
10.0440000296
8.7869999409
10.438000083
8.0520001054
7.3529999554
11.4910000563
7.7860000134
13.6349999905
5.2259999514
6.1579999924
9.0479999185
6.0460000038
5.3359999657
17.5419999659
7.7530001104
0
0.9499999881
0
1.6870000362
0
0.4740000069
0
0
0
6.6189998984
5.0700001121
7.9969999194
4.5959999561
15.333999753
15.7539999485
12.2650000453
8.5240000486
7.6439999938
0.3580000103
14.2759999633
10.2310000062
2.4280000329
5.5839999914
11.7330000997
22.0470002294
14.5380000174
24.4060002267
11.3200000226
9.0119999647
15.9980000257
8.7399999499
11.181999892
13.2320001125
8.1010000408
12.2250000238
9.41899997
33.4640003741
9.478000015
30.3450000286
20.029999882
56.8169997334
21.3690000474
0
0
15.433999747
12.3649998605
10.882999897
12.7149998844
7.7829999924
11.3249998987
3.3979999423
10.101000011
13.3950001001
18.8540002108
26.1109998226
17.861999929
4.3550000191
25.3039996326
24.3050000668
15.4549999237
21.2180000842
16.3849999309
14.1339999437
8.2910000682
7.435000062
9.7059999108
0
12.5179998279
10.834000051
7.0309998989
6.0569999814
0
7.0930000544
13.8679999113
12.4890000224
6.4479999542
24.4100003242
20.0029999614
0
13.3950000405
14.908000052
19.3330000639
12.8299999833
3.8099999428
5.4739999771
8.2410000563
29.3529999256
29.1480000019
27.412999928
17.5089998841
20.4709998965
11.7189998031
27.8249998093
15.877999723
3.1920000315
21.1180002093
33.8109998703
29.671000123
8.8599999547
18.1019998193
14.7940000594
24.783000052
23.4769999087
38.1620001197
19.4320001304
2.5379999876
27.29799968
30.9059999585
19.7969998717
21.7210000157
18.7709999084
19.6130000949
4.7920000553
17.5209999681
17.1420000494
7.7160000503
28.769000113
27.1270002574
17.5899997652
0.7929999828
11.6289998889
9.394000113
18.5769997835
25.906999737
22.1939999461
43.1729997396
13.7650001645
10.8420000374
0
15.8640000224
15.4450000226
47.6040000916
42.9460000098
0
10.3339998722
0
40.9990003705
51.1049996912
68.5389999151
30.5029996634
21.0339997411
26.0840002
60.47600016
41.1630000174
59.0649998486
37.5119999647
48.0319999456
9.6690000892
24.9079998434
28.805000037
18.3929999471
54.6800001264
46.6479997933
42.55700019
5.0569999218
0.9869999886
10.1980000138
24.4269998968
13.57099998
18.712000072
77.9969999492
18.2220000029
43.6159998178
37.8330001235
24.9879998714
0
71.0789999962
43.3889999688
15.2700000405
15.0209999681
15.0129998326
6.898999989
30.0250000954
35.3189998865
22.1030000448
5.1869999766
22.2779999673
11.2340000272
9.9260000139
26.2099999189
58.7820001841
32.3310001791
0
40.4550000727
27.8560000956
13.0859999955
69.4450000525
42.0560002103
19.8069999814
23.1485999823
35.0629998147
16.4229998887
25.819999963
47.3069998026
48.9360004663
44.2179995179
7.4849999547
0
14.164999783
19.5209999084
47.3080001771
34.3250002563
42.3309999406
17.5980000198
23.6849999428
18.6149998307
18.8330000043
4.3170000315
24.1119998097
11.7389999628
14.2089998275
19.357000038
3.5750000477
12.401999861
24.1659999192
26.3650001287
29.6979996562
4.3700000048
18.5370002389
17.6750000119
8.8000000715
28.8439997435
45.7430000901
9.7540000975
0
17.7669998705
11.8189999759
19.3760000467
27.7119996548
32.0850000679
29.4349997342
0
11.5589998066
3.4149999619
6.434999913
12.6449999511
29.0659999847
17.9029998183
4.119999975
18.07099998
12.2230000198
7.3180000186
5.1139999628
13.8130000681
7.4249999225
12.3380001187
