total
0
0
9.4100000858
8.1390001476
5.5150001049
5.1600000858
14.6989999712
20.6529999971
1.8849999309
4.4020000994
19.9119999409
13.8189999461
44.4159997702
11.5810001493
0
0
0
11.9329998642
16.5539999604
33.7570002079
20.3569999933
12.9609999061
13.2769998312
6.1780000329
8.7970000505
3.9140000343
8.1100001931
12.3189999461
5.9460000396
1.3759999871
9.4510000348
7.5880000591
2.2809999585
12.8140002489
0
0
0
0
0
12.2910000086
36.4779999852
0
23.9070001245
8.5440001786
9.572999835
7.8919999897
4.8930000067
11.7209998667
12.8099997342
14.5390000343
6.923999995
35.3251003027
45.5597991347
16.1370003521
39.0580000877
11.9479999244
10.8654001355
6.4919999242
15.5620000362
22.4380000234
14.6510002911
32.0647001565
25.3269998431
11.7030001283
7.2670000196
11.7050001621
6.5800000429
10.0079999566
32.247000277
17.8069999963
18.7660001516
1.7369999886
13.2990001589
15.0690000057
14.7380000949
25.2210001945
50.0187002122
21.1520000398
14.0090001225
14.9439998269
11.5780001879
16.677000016
19.9120000601
20.2879997492
8.75
25.2188997269
6.9569999576
14.1979997456
10.2890000939
26.943400085
37.4150003493
4.2009999752
0
10.3969998658
12.683999896
7.3589998484
13.4362995625
34.3730002046
16.8839999437
18.3217000961
26.1389998794
19.0979998708
71.0970003307
52.4499997497
30.6939998269
6.5360001326
10.6720000207
12.6599001586
4.1779999435
14.9489999712
16.7529997826
15.0510001183
33.1399997771
12.3299998641
44.3802997768
9.6000001132
10.4105998278
17.9629999399
44.1230002344
22.2259004116
25.8439998627
2.5089999437
24.6279994249
17.2359998822
24.135800153
23.4970000386
12.5490001738
10.0770000219
20.8160000145
21.5539996624
27.9139998853
45.4340001941
23.1139996946
28.1450001895
6.9070000648
16.189999938
5.5790000707
16.7189999223
16.6929998994
48.8032002151
32.1270000637
10.1180000901
26.4660000205
22.5970000625
16.3308998942
22.3560002148
67.3535008281
23.8979996741
14.7612997293
16.4063999653
18.1509999633
24.2060003877
43.4170004725
56.6100002229
87.7250002921
51.927000165
18.8449998796
20.7480000854
38.2710000724
67.8513995856
75.763000071
66.0949999094
29.8049996197
52.2668997943
72.7718002498
78.7139997184
43.5229999721
102.7209996879
48.857999891
33.938000083
54.8459999859
26.814999938
40.1539998353
30.5019998252
90.4290999025
47.0439997911
4.7629999518
32.8079999089
23.2280001193
25.5939998925
17.853000164
26.506200254
47.1360000074
27.8628000021
35.6589999795
18.7029999793
25.4920001924
51.7370000482
70.3217996359
41.9020000696
46.3377998173
27.2018001676
19.4819999337
51.4079996943
41.5469000041
89.5509000421
77.38899979
32.1723001897
33.5148001313
46.284999907
30.7313004583
15.4299999774
24.6034005284
33.2890001833
9.1430000663
36.5781996846
13.8349997997
29.531999737
48.7339999229
91.6036001444
46.7059994936
11.3280000687
18.4940002561
38.8855996132
41.4040000439
52.0788002014
45.8815995157
55.4770003557
18.0120000839
25.0799998939
1.1050000191
20.8199999928
34.4091001749
46.1080001295
83.0779991597
22.9879999757
26.7869997919
25.1680000424
23.7849999964
33.0420000851
53.545399949
39.9089999199
18.7620000839
27.1069999635
21.7779998779
22.6209999919
31.6421999633
45.8610000014
35.6550000906
18.6790000498
11.2439998984
11.6010000706
24.8529999256
28.3035998046
16.8629998267
15.648999989
17.9440000951
30.1344999969
13.2929999232
2.8819999695
36.76880005
29.6380001903
23.6341998279
18.3540000319
18.967999965
11.0119999349
10.2429001033
22.170999825
27.9310003519
21.9290001392
11.0339997709
5.9979999661
36.9200000167
25.0620000362
24.4900000691
18.6290001273
37.7680001259
10.887999922
28.1809998155
27.5470003039
3.4889999628
21.3873998374
52.1573000997
33.2860001326
12.4140001535
28.1540000141
16.5089998841
123.723000288
18.6420003176
38.8399998546
37.1250005662
20.9543999135
10.6180001199
17.4115998745
10.7540000677
23.5340000987
12.2660000324
9.0109997988
2.7820000052
15.9379996657
17.7939998806
7.9690000117
35.9260001779
33.8220001459
16.4920000136
0
21.5120001435
12.2619999647
17.3529999256
27.4789998233
35.915999651
36.0430000126
11.8680000305
8.6399999261
24.8820001334
20.8029999733
31.9418998361
25.3569999933
9.2079999447
6.2310000062
13.3739998341
9.1450001597
9.1650000215
6.1599999368
12.3680002093
21.7889997959
7.4990001321
12.2750000358
7.7340001613
10.0949998498
10.0420000255
14.4849998057
17.20600003
5.4930000305
14.2440001965
9.0140000582
