Date,Year,Month Number,DayNum,WeekNum,total,WeekDay
2017-10-13 00:00:00,2017,10,13,41,23.53400009870529,6
2017-10-14 00:00:00,2017,10,14,41,12.266000032424927,7
2017-10-15 00:00:00,2017,10,15,42,9.01099979877472,1
2017-10-16 00:00:00,2017,10,16,42,2.7820000052452087,2
2017-10-17 00:00:00,2017,10,17,42,15.937999665737152,3
2017-10-18 00:00:00,2017,10,18,42,17.793999880552292,4
2017-10-19 00:00:00,2017,10,19,42,7.96900001168251,5
2017-10-20 00:00:00,2017,10,20,42,35.92600017786026,6
2017-10-21 00:00:00,2017,10,21,42,33.82200014591217,7
2017-10-22 00:00:00,2017,10,22,43,16.49200001358986,1
2017-10-23 00:00:00,2017,10,23,43,0,2
2017-10-24 00:00:00,2017,10,24,43,21.512000143527985,3
2017-10-25 00:00:00,2017,10,25,43,12.26199996471405,4
2017-10-26 00:00:00,2017,10,26,43,17.352999925613403,5
2017-10-27 00:00:00,2017,10,27,43,27.478999823331833,6
2017-10-28 00:00:00,2017,10,28,43,35.9159996509552,7
2017-10-29 00:00:00,2017,10,29,44,36.043000012636185,1
2017-10-30 00:00:00,2017,10,30,44,11.868000030517578,2
2017-10-31 00:00:00,2017,10,31,44,8.63999992609024,3
2017-11-01 00:00:00,2017,11,1,44,24.882000133395195,4
2017-11-02 00:00:00,2017,11,2,44,20.80299997329712,5
2017-11-03 00:00:00,2017,11,3,44,31.941899836063385,6
2017-11-04 00:00:00,2017,11,4,44,25.35699999332428,7
2017-11-05 00:00:00,2017,11,5,45,9.20799994468689,1
2017-11-06 00:00:00,2017,11,6,45,6.231000006198883,2
2017-11-07 00:00:00,2017,11,7,45,13.373999834060669,3
2017-11-08 00:00:00,2017,11,8,45,9.145000159740448,4
2017-11-09 00:00:00,2017,11,9,45,9.165000021457672,5
2017-11-10 00:00:00,2017,11,10,45,6.1599999368190765,6
2017-11-11 00:00:00,2017,11,11,45,12.368000209331512,7
2017-11-12 00:00:00,2017,11,12,46,21.788999795913696,1
2017-11-13 00:00:00,2017,11,13,46,7.499000132083893,2
2017-11-14 00:00:00,2017,11,14,46,12.275000035762787,3
2017-11-15 00:00:00,2017,11,15,46,7.734000161290169,4
